estimation,reviewCount,위도,경도
4.3,95.0,37.561903,126.987942
4.3,33.0,37.547468,127.02006
4.3,67.0,37.538358,126.847336
4.3,39.0,37.500335,127.037596
4.3,85.0,37.544661,127.046772
4.3,18.0,37.523807,127.026492
4.3,11.0,37.523807,127.026492
4.3,33.0,37.537541,127.005165
4.3,185.0,37.512792,127.053085
4.3,58.0,37.500335,127.037596
4.3,53.0,37.488514,127.016222
4.3,52.0,37.488514,127.016222
4.3,19.0,37.515102,127.009083
4.3,17.0,37.608265,127.061465
4.3,19.0,37.539977,126.966998
4.3,30.0,37.564226,126.992375
4.3,126.0,37.500335,127.037596
4.3,105.0,37.483974,126.974999
4.3,34.0,37.564079,126.980046
4.3,25.0,37.513093,127.031353
4.3,17.0,37.524399,127.050457
4.3,69.0,37.523807,127.026492
4.3,19.0,37.513093,127.031353
4.3,145.0,37.569182,126.986053
4.3,82.0,37.483974,126.974999
4.3,49.0,37.568174,126.976805
4.3,49.0,37.484677,126.989955
4.3,38.0,37.506058,127.111216
4.3,16.0,37.524399,127.050457
4.3,118.0,37.571429,126.97457
4.3,85.0,37.578363,126.985575
4.3,61.0,37.558584,126.934113
4.3,28.0,37.547027,126.909029
4.3,77.0,37.482717,126.949951
4.3,33.0,37.5367,126.992151
4.3,27.0,37.502816,127.010493
4.3,21.0,37.5367,126.992151
4.3,85.0,37.553838,126.918765
4.3,85.0,37.571987,126.932812
4.3,71.0,37.567577,126.981026
4.3,40.0,37.513093,127.031353
4.3,33.0,37.581321,126.987016
4.3,33.0,37.566092,126.830395
4.3,32.0,37.524399,127.050457
4.3,46.0,37.501711,127.057851
4.3,16.0,37.502816,127.010493
4.3,49.0,37.484677,126.989955
4.3,44.0,37.550966,126.929835
4.3,18.0,37.488514,127.016222
4.3,47.0,37.506967,127.083673
4.3,21.0,37.523807,127.026492
4.3,28.0,37.568542,127.020827
4.3,16.0,37.5367,126.992151
4.3,68.0,37.523807,127.026492
4.3,28.0,37.500335,127.037596
4.3,26.0,37.578307,126.972872
4.3,28.0,37.531715,126.970242
4.3,23.0,37.4929,126.886427
4.3,59.0,37.523807,127.026492
4.3,75.0,37.486509,127.040738
4.3,72.0,37.542865,126.973353
4.3,13.0,37.553838,126.918765
4.3,61.0,37.54325,127.073393
4.3,52.0,37.488514,127.016222
4.3,19.0,37.506967,127.083673
4.3,51.0,37.566792,127.016839
4.3,44.0,37.563317,126.91087
4.3,90.0,37.501711,127.057851
4.3,60.0,37.512017,127.116902
4.3,10.0,37.542865,126.973353
4.3,53.0,37.523807,127.026492
4.3,50.0,37.581654,127.005083
4.3,20.0,37.482717,126.949951
4.3,63.0,37.554697,127.023412
4.3,18.0,37.524399,127.050457
4.3,36.0,37.501901,127.091876
4.3,97.0,37.571429,126.97457
4.3,53.0,37.566144,127.032921
4.3,50.0,37.513093,127.031353
4.3,10.0,37.500335,127.037596
4.3,75.0,37.582225,127.000008
4.3,49.0,37.578363,126.985575
4.3,34.0,37.531715,126.970242
4.3,26.0,37.512792,127.053085
4.3,22.0,37.524399,127.050457
4.3,18.0,37.573113,126.971819
4.3,45.0,37.571987,126.932812
4.3,32.0,37.500335,127.037596
4.3,7.0,37.557913,127.013655
4.3,33.0,37.512017,127.116902
4.3,32.0,37.496486,127.126006
4.3,22.0,37.496486,127.126006
4.3,60.0,37.564135,126.984148
4.3,22.0,37.574729,127.012062
4.3,36.0,37.586226,127.019779
4.3,10.0,37.571299,126.968815
4.3,56.0,37.524371,126.925958
4.3,38.0,37.575979,127.018802
4.3,17.0,37.537541,127.005165
4.3,45.0,37.512792,127.053085
4.3,37.0,37.565757,126.985892
4.3,34.0,37.486509,127.040738
4.3,39.0,37.544661,127.046772
4.3,70.0,37.515102,127.009083
4.3,44.0,37.494306,126.900642
4.3,25.0,37.571886,126.980676
4.3,23.0,37.548524,126.936813
4.3,46.0,37.541123,127.056125
4.3,21.0,37.564079,126.980046
4.3,19.0,37.486509,127.040738
4.3,12.0,37.549504,127.021812
4.3,16.0,37.55991,127.00256
4.3,41.0,37.537541,127.005165
4.3,38.0,37.590091,127.020053
4.3,56.0,37.524659,126.963299
4.3,23.0,37.581321,126.987016
4.3,17.0,37.539977,126.966998
4.3,17.0,37.582175,126.967275
4.3,61.0,37.537541,127.005165
4.3,54.0,37.558584,126.934113
4.3,9.0,37.531715,126.970242
4.3,43.0,37.524371,126.925958
4.3,21.0,37.515102,127.009083
4.3,12.0,37.544184,126.98511
4.3,17.0,37.513093,127.031353
4.3,17.0,37.547027,126.909029
4.3,22.0,37.484677,126.989955
4.3,13.0,37.541123,127.056125
4.3,103.0,37.524371,126.925958
4.3,40.0,37.577515,126.983939
4.3,7.0,37.524399,127.050457
4.3,5.0,37.537541,127.005165
4.3,28.0,37.577645,126.970877
4.3,24.0,37.578307,126.972872
4.3,10.0,37.524399,127.050457
4.3,39.0,37.526873,127.000917
4.3,54.0,37.558584,126.934113
4.3,34.0,37.541502,126.940443
4.3,19.0,37.5367,126.992151
4.3,16.0,37.526873,127.000917
4.3,15.0,37.501901,127.091876
4.3,23.0,37.549807,126.943177
4.3,21.0,37.580141,126.970127
4.3,26.0,37.553838,126.918765
4.3,25.0,37.510162,126.940418
4.3,34.0,37.5692,126.990527
4.3,30.0,37.486509,127.040738
4.3,28.0,37.510162,126.940418
4.3,30.0,37.579423,126.968521
4.3,14.0,37.5367,126.992151
4.3,40.0,37.488514,127.016222
4.3,37.0,37.580141,126.970127
4.3,25.0,37.547027,126.909029
4.3,39.0,37.575641,126.971177
4.3,9.0,37.572558,126.988732
4.3,30.0,37.488514,127.016222
4.3,28.0,37.544661,127.046772
4.3,56.0,37.571987,126.932812
4.3,31.0,37.557397,126.990492
4.3,20.0,37.5367,126.992151
4.3,15.0,37.549807,126.943177
4.3,20.0,37.512792,127.053085
4.3,14.0,37.570748,126.87984
4.3,12.0,37.541502,126.940443
4.3,51.0,37.50273,127.102497
4.3,53.0,37.558086,126.944504
4.3,12.0,37.590758,126.980996
4.3,31.0,37.539616,127.145914
4.3,25.0,37.512792,127.053085
4.3,17.0,37.537541,127.005165
4.3,15.0,37.492678,126.917721
4.3,29.0,37.534692,127.074327
4.3,20.0,37.496486,127.126006
4.3,7.0,37.484677,126.989955
4.3,53.0,37.547431,126.922946
4.3,18.0,37.612256,126.923141
4.3,14.0,37.580141,126.970127
4.3,13.0,37.567577,126.981026
4.3,11.0,37.484677,126.989955
4.3,30.0,37.55662,126.903976
4.3,10.0,37.568542,127.020827
4.3,41.0,37.597248,126.992899
4.3,28.0,37.513093,127.031353
4.3,22.0,37.524399,127.050457
4.3,15.0,37.55991,127.00256
4.3,36.0,37.464115,126.977754
4.3,19.0,37.537541,127.005165
4.3,12.0,37.566092,126.830395
4.3,18.0,37.566292,126.992337
4.3,28.0,37.537541,127.005165
4.3,6.0,37.523807,127.026492
4.3,38.0,37.512792,127.053085
4.3,31.0,37.541123,127.056125
4.3,18.0,37.537541,127.005165
4.3,18.0,37.500335,127.037596
4.3,11.0,37.523807,127.026492
4.3,37.0,37.547431,126.922946
4.3,21.0,37.512792,127.053085
4.3,27.0,37.563027,126.921519
4.3,25.0,37.521636,126.857957
4.3,19.0,37.605314,126.934567
4.3,17.0,37.523807,127.026492
4.3,15.0,37.523807,127.026492
4.3,24.0,37.531715,126.970242
4.3,14.0,37.517302,127.104967
4.3,6.0,37.488514,127.016222
4.3,26.0,37.571987,126.932812
